"filename", "language", "TypeScript", "HTML", "CSS", "SCSS", "comment", "blank", "total"
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\bar-chart\bar-chart.component.ts", "TypeScript", 22, 0, 0, 0, 0, 2, 24
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\chart.service.spec.ts", "TypeScript", 12, 0, 0, 0, 0, 5, 17
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\chart.service.ts", "TypeScript", 25, 0, 0, 0, 0, 3, 28
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\charts.module.ts", "TypeScript", 22, 0, 0, 0, 0, 4, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\line-chart\line-chart.component.css", "CSS", 0, 0, 0, 0, 0, 2, 2
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\line-chart\line-chart.component.html", "HTML", 0, 9, 0, 0, 0, 3, 12
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\line-chart\line-chart.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\charts\line-chart\line-chart.component.ts", "TypeScript", 23, 0, 0, 0, 0, 2, 25
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approval-list\admin-approval-list.component.css", "CSS", 0, 0, 3, 0, 0, 1, 4
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approval-list\admin-approval-list.component.html", "HTML", 0, 55, 0, 0, 0, 4, 59
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approval-list\admin-approval-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approval-list\admin-approval-list.component.ts", "TypeScript", 55, 0, 0, 0, 1, 7, 63
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approved\admin-approved.component.css", "CSS", 0, 0, 19, 0, 10, 3, 32
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approved\admin-approved.component.html", "HTML", 0, 115, 0, 0, 0, 1, 116
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approved\admin-approved.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-approved\admin-approved.component.ts", "TypeScript", 96, 0, 0, 0, 0, 5, 101
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-need-approval\admin-need-approval.component.css", "CSS", 0, 0, 19, 0, 10, 4, 33
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-need-approval\admin-need-approval.component.html", "HTML", 0, 114, 0, 0, 0, 1, 115
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-need-approval\admin-need-approval.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\admin-need-approval\admin-need-approval.component.ts", "TypeScript", 95, 0, 0, 0, 0, 5, 100
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\approved-summary\approved-summary.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\approved-summary\approved-summary.component.html", "HTML", 0, 37, 0, 0, 0, 3, 40
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\approved-summary\approved-summary.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\approved-summary\approved-summary.component.ts", "TypeScript", 35, 0, 0, 0, 0, 5, 40
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\day-offs-routing.module.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\day-offs.module.ts", "TypeScript", 64, 0, 0, 0, 0, 4, 68
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\upload\upload.component.html", "HTML", 0, 74, 0, 0, 1, 6, 81
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\upload\upload.component.scss", "SCSS", 0, 0, 0, 142, 2, 19, 163
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\upload\upload.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\upload\upload.component.ts", "TypeScript", 80, 0, 0, 0, 0, 9, 89
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\user-choice\user-choice.component.css", "CSS", 0, 0, 6, 0, 0, 1, 7
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\user-choice\user-choice.component.html", "HTML", 0, 106, 0, 0, 0, 2, 108
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\user-choice\user-choice.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\day-offs\user-choice\user-choice.component.ts", "TypeScript", 42, 0, 0, 0, 0, 4, 46
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-add\forecast-add.component.css", "CSS", 0, 0, 7, 0, 0, 2, 9
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-add\forecast-add.component.html", "HTML", 0, 112, 0, 0, 5, 3, 120
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-add\forecast-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-add\forecast-add.component.ts", "TypeScript", 89, 0, 0, 0, 0, 7, 96
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-details\forecast-details.component.css", "CSS", 0, 0, 16, 0, 0, 2, 18
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-details\forecast-details.component.html", "HTML", 0, 44, 0, 0, 0, 2, 46
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-details\forecast-details.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-details\forecast-details.component.ts", "TypeScript", 44, 0, 0, 0, 0, 5, 49
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-list\forecast-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-list\forecast-list.component.html", "HTML", 0, 88, 0, 0, 8, 4, 100
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-list\forecast-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecast-list\forecast-list.component.ts", "TypeScript", 46, 0, 0, 0, 0, 4, 50
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecasts-routing.module.ts", "TypeScript", 14, 0, 0, 0, 0, 3, 17
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\forecasts\forecasts.module.ts", "TypeScript", 54, 0, 0, 0, 0, 3, 57
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\home\home.component.css", "CSS", 0, 0, 17, 0, 0, 2, 19
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\home\home.component.html", "HTML", 0, 62, 0, 0, 0, 3, 65
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\home\home.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\home\home.component.ts", "TypeScript", 15, 0, 0, 0, 0, 4, 19
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\main-nav\main-nav.component.css", "CSS", 0, 0, 7, 0, 0, 2, 9
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\main-nav\main-nav.component.html", "HTML", 0, 55, 0, 0, 0, 2, 57
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\main-nav\main-nav.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\main-nav\main-nav.component.ts", "TypeScript", 21, 0, 0, 0, 0, 4, 25
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\not-found\not-found.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\not-found\not-found.component.html", "HTML", 0, 8, 0, 0, 0, 1, 9
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\not-found\not-found.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\not-found\not-found.component.ts", "TypeScript", 11, 0, 0, 0, 0, 5, 16
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-add\head-of-section-add.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-add\head-of-section-add.component.html", "HTML", 0, 68, 0, 0, 0, 1, 69
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-add\head-of-section-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-add\head-of-section-add.component.ts", "TypeScript", 35, 0, 0, 0, 0, 4, 39
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-list\head-of-section-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-list\head-of-section-list.component.html", "HTML", 0, 22, 0, 0, 0, 4, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-list\head-of-section-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\head-of-section-list\head-of-section-list.component.ts", "TypeScript", 32, 0, 0, 0, 0, 4, 36
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-add\location-add.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-add\location-add.component.html", "HTML", 0, 27, 0, 0, 0, 1, 28
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-add\location-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-add\location-add.component.ts", "TypeScript", 27, 0, 0, 0, 0, 4, 31
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-list\location-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-list\location-list.component.html", "HTML", 0, 22, 0, 0, 0, 4, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-list\location-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\location-list\location-list.component.ts", "TypeScript", 37, 0, 0, 0, 0, 4, 41
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\resources-routing.module.ts", "TypeScript", 23, 0, 0, 0, 0, 3, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\resources.module.ts", "TypeScript", 63, 0, 0, 0, 0, 3, 66
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-member-add\staff-member-add.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-member-add\staff-member-add.component.html", "HTML", 0, 222, 0, 0, 0, 1, 223
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-member-add\staff-member-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-member-add\staff-member-add.component.ts", "TypeScript", 71, 0, 0, 0, 0, 6, 77
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-members-list\staff-members-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-members-list\staff-members-list.component.html", "HTML", 0, 27, 0, 0, 0, 2, 29
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-members-list\staff-members-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-members-list\staff-members-list.component.ts", "TypeScript", 39, 0, 0, 0, 1, 5, 45
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-add\staff-type-add.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-add\staff-type-add.component.html", "HTML", 0, 24, 0, 0, 0, 2, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-add\staff-type-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-add\staff-type-add.component.ts", "TypeScript", 26, 0, 0, 0, 0, 4, 30
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-list\staff-type-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-list\staff-type-list.component.html", "HTML", 0, 22, 0, 0, 0, 4, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-list\staff-type-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\staff-type-list\staff-type-list.component.ts", "TypeScript", 37, 0, 0, 0, 0, 4, 41
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-add\transportation-add.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-add\transportation-add.component.html", "HTML", 0, 54, 0, 0, 0, 1, 55
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-add\transportation-add.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-add\transportation-add.component.ts", "TypeScript", 31, 0, 0, 0, 0, 5, 36
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-list\transportation-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-list\transportation-list.component.html", "HTML", 0, 22, 0, 0, 0, 4, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-list\transportation-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\resources\transportation-list\transportation-list.component.ts", "TypeScript", 37, 0, 0, 0, 0, 4, 41
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\attendance-history\attendance-history.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\attendance-history\attendance-history.component.html", "HTML", 0, 57, 0, 0, 0, 1, 58
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\attendance-history\attendance-history.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\attendance-history\attendance-history.component.ts", "TypeScript", 48, 0, 0, 0, 0, 5, 53
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\daily-attendance\daily-attendance.component.css", "CSS", 0, 0, 0, 0, 0, 2, 2
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\daily-attendance\daily-attendance.component.html", "HTML", 0, 130, 0, 0, 0, 4, 134
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\daily-attendance\daily-attendance.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\daily-attendance\daily-attendance.component.ts", "TypeScript", 161, 0, 0, 0, 19, 12, 192
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-date\schedule-by-date.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-date\schedule-by-date.component.html", "HTML", 0, 112, 0, 0, 4, 1, 117
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-date\schedule-by-date.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 6, 26
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-date\schedule-by-date.component.ts", "TypeScript", 166, 0, 0, 0, 3, 8, 177
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-staff-date\schedule-by-staff-date.component.css", "CSS", 0, 0, 17, 0, 0, 5, 22
"c:\Users\U4708\Desktop\WFM\FE\ByMe\wfm-20220111\src\app\schedule-details\schedule-by-staff-date\schedule-by-staff-date.component.html", "HTML", 0, 35, 0, 0, 0, 1, 36
